id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,dagvandweek,mood_synthetic,circumplex.arousal_synthetic,circumplex.valence_synthetic,screen_synthetic,activity_synthetic,real_count
AS14.01,2014-03-22,0.2368802192399581,731.429,4962.918,93.324,21.076,0.0,0.0,98.143,439.632,37.305,0.0,117.621,0.0,3.0,0.6,0.5,6.4,6142.160999536513,1.0,Saturday,0,0,0,0,0,15
AS14.01,2014-03-23,0.1427411158050636,1286.246,5237.319,94.346,43.403,0.0,0.0,72.82300000000001,900.839,0.0,0.0,30.086,30.386,0.0,0.2,0.8,6.8,6773.832001447675,0.0,Sunday,0,0,0,0,0,13
AS14.01,2014-03-24,0.0789610561155979,866.956,9270.629,976.971,34.106,0.0,3.01,66.558,3223.626,419.805,0.0,178.732,0.0,10.0,0.8,0.0,6.0,15047.351000547404,0.0,Monday,0,0,0,0,0,14
AS14.01,2014-03-25,0.0983741123905067,1032.768,10276.751,68.206,43.054,0.0,0.0,178.81900000000002,1919.471,0.0,235.223,222.893,0.0,0.0,0.5,0.5,6.75,21475.35499906539,1.0,Tuesday,0,0,0,0,0,14
AS14.01,2014-03-26,0.1013083216700759,1167.497,8988.753,910.479,52.331,0.0,0.0,97.498,4592.059,0.0,0.0,33.365,0.0,0.0,-0.2,0.6,6.6,16423.80100035667,0.0,Wednesday,0,0,0,0,0,11
AS14.01,2014-03-27,0.1595106409690974,1229.327,6936.512,639.3389999999999,42.219,0.0,182.451,58.532,935.381,47.314,0.0,179.029,0.0,2.0,0.2,0.8,7.0,17442.14999938011,1.0,Thursday,0,0,0,0,0,16
AS14.01,2014-03-28,0.0956980216371201,10062.595,866.833,1005.403,89.166,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,6.4,4923.48899960518,0.0,Friday,0,0,0,0,0,14
AS14.01,2014-03-29,0.0682028101018696,1952.63,2720.692,1627.429,0.0,0.0,0.0,169.594,472.888,52.435,0.0,600.637,0.0,4.0,0.2,1.0,8.0,8322.6219997406,1.0,Saturday,0,0,0,0,0,14
AS14.01,2014-03-30,0.049092970521542,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,7.5,4523.214000940327,0.0,Sunday,0,0,0,0,0,11
AS14.01,2014-03-31,0.0705054808833895,2961.405,5332.637,1758.92,41.255,51.176,0.0,268.554,1350.655,183.381,29.29,210.305,0.0,6.0,0.0,0.6,7.4,11836.83400034904,0.0,Monday,0,0,0,0,0,15
AS14.01,2014-04-01,0.118443242712736,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,6.0,17173.906002044678,0.0,Tuesday,0,0,0,0,0,15
AS14.01,2014-04-02,0.1019166106382234,3614.349,6920.156,1343.376,247.777,0.0,90.481,541.5409999999999,3428.792,0.0,0.0,341.371,0.0,4.0,0.3333333333333333,0.6666666666666666,6.5,21358.510999917988,0.0,Wednesday,0,0,0,0,0,14
AS14.01,2014-04-03,0.049238472708441,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.902,3154.241,19.082,0.0,182.772,0.0,4.0,-1.2,0.0,6.4,21401.835000753403,0.0,Thursday,0,0,0,0,0,12
AS14.01,2014-04-04,0.1266893112073258,1957.829,5481.628,1545.227,0.0,0.0,0.0,176.801,2086.197,158.241,0.0,128.692,0.0,2.0,0.2,0.4,6.2,12379.411000013357,1.0,Friday,0,0,0,0,0,14
AS14.01,2014-04-05,0.1190023022034455,15159.190000000002,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,0.0,-0.4,0.6,6.8,3340.4309999942784,0.0,Saturday,0,0,0,0,0,11
AS14.01,2014-04-06,0.0644077994424681,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46000000000004,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,6.5,7467.321999788283,0.0,Sunday,0,0,0,0,0,12
AS14.01,2014-04-07,0.0506706211743178,927.377,7355.015,447.121,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.6666666666666666,0.25,6.5,9846.38099980354,0.0,Monday,0,0,0,0,0,14
AS14.01,2014-04-08,0.0753270582613484,892.689,9477.553,3466.4790000000003,19.131,0.0,0.0,209.514,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.3333333333333333,6.6,15101.132001876833,0.0,Tuesday,0,0,0,0,0,12
AS14.01,2014-04-09,0.1203841145323287,1638.617,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.3589999999999,0.0,4.0,-0.8,1.0,7.4,13558.28900098801,0.0,Wednesday,0,0,0,0,0,11
AS14.01,2014-04-10,0.078963105194891,715.355,4881.411,1858.893,0.0,1.059,23.195,107.919,1174.717,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,7.4,9296.09899926186,0.0,Thursday,0,0,0,0,0,13
AS14.01,2014-04-11,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,7.0,10526.846000194551,0.0,Friday,0,0,0,0,0,12
AS14.01,2014-04-12,0.0722490614703181,302.446,6595.083,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.392,0.0,0.0,-0.75,0.75,7.25,11750.809000968928,0.0,Saturday,0,0,0,0,0,11
AS14.01,2014-04-13,0.0140213289543707,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,8.0,2005.7509992122652,0.0,Sunday,0,0,0,0,0,10
AS14.01,2014-04-14,0.0838873144698841,961.581,6486.284,6265.556,89.32300000000001,0.0,0.0,145.096,2921.985,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,7.2,17985.44799923897,1.0,Monday,0,0,0,0,0,14
AS14.01,2014-04-15,0.0901121527807252,1596.356,6224.231,944.522,13.043,0.0,0.0,110.415,4428.21,8.363,0.0,279.793,0.0,8.0,0.0,0.8,6.4,13585.222998380666,1.0,Tuesday,0,0,0,0,0,14
AS14.01,2014-04-16,0.1161103361271222,923.613,5175.016,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,0.0,0.0,0.75,0.5,7.2,12522.47499895096,1.0,Wednesday,0,0,0,0,0,12
AS14.01,2014-04-17,0.0569178566720968,552.201,11853.339,142.241,0.0,0.0,0.0,53.763,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,6.6,15018.48000073434,0.0,Thursday,0,0,0,0,0,11
AS14.01,2014-04-18,0.094033006694976,1860.898,5341.657,774.354,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,0.0,1.0,-0.8,0.8,6.8,13490.728999614706,0.0,Friday,0,0,0,0,0,13
AS14.01,2014-04-19,0.0994319117238402,946.19,2728.26,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,1.0,-0.2,1.0,7.8,13293.2480006218,0.0,Saturday,0,0,0,0,0,14
AS14.01,2014-04-20,0.0748162430431159,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,2.0,-0.25,0.75,7.25,8343.518000364307,2.0,Sunday,0,0,0,0,0,13
AS14.01,2014-04-21,0.1020410589682471,3442.2319999999995,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,2.0,-0.25,1.0,7.6,3832.9909992218018,0.0,Monday,0,0,0,0,0,13
AS14.01,2014-04-22,0.091929551822292,2212.954,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,0.0,2.0,0.2,1.0,7.4,15490.269999265667,0.0,Tuesday,0,0,0,0,0,13
AS14.01,2014-04-23,0.0459856891337655,1130.842,8928.472,347.427,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,1.0,0.2,1.0,7.6,14535.339999437334,0.0,Wednesday,0,0,0,0,0,13
AS14.01,2014-04-24,0.0509029881940343,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933,2688.536,51.184,0.0,716.197,0.0,1.0,-0.4,1.0,7.6,22086.478000164043,0.0,Thursday,0,0,0,0,0,13
AS14.01,2014-04-25,0.1090610636368274,817.613,7279.144,650.832,21.071,0.0,0.0,68.84700000000001,2227.694,63.316,0.0,347.974,0.0,2.0,-0.2,0.8,7.2,13973.941999673843,1.0,Friday,0,0,0,0,0,14
AS14.01,2014-04-26,0.2142487716242349,864.519,2567.857,125.556,27.267,0.0,0.0,46.205,2368.377,470.773,3.148,315.76300000000003,0.0,3.0,-0.2,1.0,7.6,15482.018999338148,4.0,Saturday,0,0,0,0,0,15
AS14.01,2014-04-27,0.0304789237989636,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,0.0,0.0,0.0,1.0,7.5,5700.562000036243,0.0,Sunday,0,0,0,0,0,10
AS14.01,2014-04-28,0.0196753225383989,1312.001,4697.372,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,0.0,380.193,0.0,2.0,-0.8,0.8,7.6,10807.829999685284,0.0,Monday,0,0,0,0,0,12
AS14.01,2014-04-29,0.1027582485295044,5289.913,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,0.0,0.0,-0.25,1.0,7.0,7873.291999101639,0.0,Tuesday,0,0,0,0,0,12
AS14.01,2014-04-30,0.1510514590407472,844.963,3550.618,504.862,375.022,0.0,0.0,185.783,89.166,272.798,0.0,112.295,0.0,1.0,-0.4,0.75,7.8,9175.6049990654,0.0,Wednesday,0,0,0,0,0,13
AS14.01,2014-05-01,0.037065268147657,1876.113,8191.41,470.866,1321.104,0.0,28.098,44.43,4918.942,0.0,0.0,269.569,0.0,7.0,-0.4,1.0,8.0,15516.951998472214,4.0,Thursday,0,0,0,0,0,14
AS14.01,2014-05-02,0.0773410192967756,795.436,7925.918,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0,0.0,-0.2,1.0,7.6,15088.51900076866,0.0,Friday,0,0,0,0,0,11
AS14.01,2014-05-03,0.071740884895172,753.2570000000001,4539.776,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,30.102,125.605,0.0,0.0,-0.2,1.0,8.0,8186.036000728605,1.0,Saturday,0,0,0,0,0,14
AS14.01,2014-05-04,0.1361918083770383,1758.438,3381.6890000000003,928.406,0.0,0.0,0.0,35.525,494.677,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,8.0,5889.194999456405,0.0,Sunday,0,0,0,0,0,9
AS14.01,2014-05-05,0.0078425954521073,438.347,826.7869999999999,318.514,0.0,0.0,0.0,0.0,25.104,0.0,0.0,264.331,0.0,0.0,-0.5,1.0,8.0,1788.7339999675771,0.0,Monday,1,1,1,0,0,9
AS14.02,2014-02-17,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5,0.4,6.8,4079.151999473574,2.0,Monday,0,0,0,0,0,6
AS14.02,2014-02-18,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,0.4,6.8,4079.151999473574,1.0,Tuesday,0,0,0,0,0,6
AS14.02,2014-02-19,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.5,0.4,6.8,4079.151999473574,3.0,Wednesday,0,0,0,0,0,6
AS14.02,2014-02-20,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5,0.4,6.8,4079.151999473574,0.0,Thursday,0,0,0,0,0,5
AS14.02,2014-02-21,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.5,0.4,6.8,4079.151999473574,3.0,Friday,0,0,0,0,0,6
AS14.02,2014-02-22,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5,0.4,6.8,4079.151999473574,5.0,Saturday,0,0,0,0,0,6
AS14.02,2014-02-23,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5,0.4,6.8,4079.151999473574,1.0,Sunday,0,0,0,0,0,6
AS14.02,2014-02-24,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.5,0.4,6.8,4079.151999473574,2.0,Monday,0,0,0,0,0,6
AS14.02,2014-02-25,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.5,0.4,6.8,4079.151999473574,2.0,Tuesday,0,0,0,0,0,6
AS14.02,2014-02-26,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,0.4,6.8,4079.151999473574,0.0,Wednesday,0,0,0,0,0,5
AS14.02,2014-02-27,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.5,0.4,6.8,4079.151999473574,0.0,Thursday,0,0,0,0,0,5
AS14.02,2014-02-28,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.5,0.4,6.8,4079.151999473574,3.0,Friday,0,0,0,0,0,6
AS14.02,2014-03-01,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,0.4,6.8,4079.151999473574,2.0,Saturday,0,0,0,0,0,6
AS14.02,2014-03-02,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.4,6.8,4079.151999473574,0.0,Sunday,0,0,0,0,0,5
AS14.02,2014-03-03,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5,0.4,6.8,4079.151999473574,0.0,Monday,0,0,0,0,0,5
AS14.02,2014-03-04,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.5,0.4,6.8,4079.151999473574,1.0,Tuesday,0,0,0,0,0,6
AS14.02,2014-03-05,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,0.4,6.8,4079.151999473574,0.0,Wednesday,0,0,0,0,0,5
AS14.02,2014-03-06,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-0.5,0.4,6.8,4079.151999473574,1.0,Thursday,0,0,0,0,0,6
AS14.02,2014-03-07,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.5,0.4,6.8,4079.151999473574,3.0,Friday,0,0,0,0,0,6
AS14.02,2014-03-08,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-0.5,0.4,6.8,4079.151999473574,1.0,Saturday,0,0,0,0,0,6
AS14.02,2014-03-09,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5,0.4,6.8,4079.151999473574,0.0,Sunday,0,0,0,0,0,5
AS14.02,2014-03-10,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-0.5,0.4,6.8,4079.151999473574,4.0,Monday,0,0,0,0,0,6
AS14.02,2014-03-11,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.5,0.4,6.8,4079.151999473574,4.0,Tuesday,0,0,0,0,0,6
AS14.02,2014-03-12,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.5,0.4,6.8,4079.151999473574,1.0,Wednesday,0,0,0,0,0,6
AS14.02,2014-03-13,0.2611744659607163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,0.4,6.8,4079.151999473574,1.0,Thursday,0,0,0,0,0,6
AS14.02,2014-03-14,0.2611744659607163,157.953,1025.031,160.458,0.0,0.0,0.0,223.087,28.631,0.0,0.0,0.0,0.0,6.0,-0.5,0.4,6.8,1605.1650004386909,0.0,Friday,0,0,0,0,0,10
AS14.02,2014-03-15,0.2611744659607163,2421.109,2198.703,351.694,0.0,0.0,0.0,0.0,0.0,125.7,0.0,0.0,0.0,7.0,-0.5,0.4,6.8,5309.255001068115,0.0,Saturday,0,0,0,0,0,9
AS14.02,2014-03-16,0.2611744659607163,2437.0460000000003,3151.829,88.392,0.0,0.0,0.0,408.106,181.591,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.333333333333333,4902.626999616626,1.0,Sunday,0,0,0,0,0,10
AS14.02,2014-03-17,0.1680684149503257,1229.347,4518.116,2511.178,0.0,0.0,0.0,103.699,103.028,0.0,0.0,0.0,0.0,4.0,0.5,0.5,6.75,10159.769001245491,0.0,Monday,0,0,0,0,0,11
AS14.02,2014-03-18,0.2194843842554375,2604.521,3933.081,88.943,0.0,0.0,0.0,88.72200000000001,212.364,0.0,0.0,0.0,0.0,15.0,0.6,0.8,8.2,4512.4710013866425,1.0,Tuesday,0,0,0,0,0,12
AS14.02,2014-03-19,0.3156317568506431,1554.558,2596.989,196.139,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,5.0,0.4,0.4,6.8,8182.757000207905,1.0,Wednesday,0,0,0,0,0,13
AS14.02,2014-03-20,0.2390249602103473,1777.977,2154.371,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,10.0,-0.5,0.75,7.25,4360.33400130272,1.0,Thursday,0,0,0,0,0,11
AS14.02,2014-03-21,0.2896279249001074,2230.303,2858.446,459.604,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,10.0,-0.75,0.75,7.5,11155.850999116892,1.0,Friday,0,0,0,0,0,12
AS14.02,2014-03-22,0.4460436868329013,1930.266,1852.256,662.911,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,25.0,-1.0,-0.5,6.5,7589.562002897266,1.0,Saturday,0,0,0,0,0,11
AS14.02,2014-03-23,0.2696971570335323,894.506,1839.899,388.098,0.0,0.0,0.0,61.865,171.994,1263.189,0.0,0.0,0.0,8.0,-1.0,0.0,6.25,4528.527000665666,1.0,Sunday,0,0,0,0,0,11
AS14.02,2014-03-24,0.1561246625014999,1073.496,3012.181,532.013,0.0,0.0,0.0,81.80799999999999,232.801,0.0,0.0,0.0,0.0,5.0,0.2,-0.2,6.4,2766.6489994525905,0.0,Monday,0,0,0,0,0,10
AS14.02,2014-03-25,0.2305136548564537,2806.931,2788.751,459.589,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.0,-1.25,0.75,7.75,4637.388000011446,0.0,Tuesday,0,0,0,0,0,10
AS14.02,2014-03-26,0.2939534624058421,1736.744,2533.849,767.145,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,5.0,-1.2,0.4,7.2,6069.630000829696,0.0,Wednesday,0,0,0,0,0,10
AS14.02,2014-03-27,0.2288490089221509,2267.124,2997.043,490.781,0.0,0.0,0.0,731.8530000000001,81.366,0.0,0.0,67.163,0.0,3.0,0.0,0.5,7.25,5746.980998754502,0.0,Thursday,0,0,0,0,0,11
AS14.02,2014-03-28,0.2615983280781395,1053.115,1245.127,707.64,0.0,0.0,0.0,125.669,2717.215,0.0,0.0,0.0,0.0,8.0,-0.6,0.6,6.8,3969.580999135971,2.0,Friday,0,0,0,0,0,11
AS14.02,2014-03-29,0.432469355060395,17416.280000000002,2141.489,1063.268,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,4.0,-0.75,0.25,7.25,4403.242997646333,0.0,Saturday,0,0,0,0,0,11
AS14.02,2014-03-30,0.2418873087939678,772.787,1110.856,1278.594,0.0,0.0,0.0,113.228,322.901,0.0,0.0,0.0,0.0,10.0,-1.0,0.75,7.0,3937.0419988632193,1.0,Sunday,0,0,0,0,0,11
AS14.02,2014-03-31,0.1563729236642765,1186.299,2481.322,354.965,0.0,0.0,0.0,81.741,2038.6310000000003,0.0,0.0,0.0,0.0,14.0,-0.8,0.4,7.2,4774.145999193192,2.0,Monday,0,0,0,0,0,11
